edgeId,edgeType,maneuver,fromIndex,fromName,fromRoad,fromLane,fromX,fromY,fromZ,toIndex,toName,toRoad,toLane,toX,toY,toZ,controlX,controlY,controlZ,angleDegrees,fromLaneIsLeftmostTurnLane,source,bridgePart
149,base,base,148,Road_23-Lane_1-Waypoint_4,23,1,370.268,0.000,470.324,4581,Road_23-Lane_1-Waypoint_6,23,1,364.998,0.000,470.324,,,,0.00,0,gley,
150,base,base,149,Road_129-Lane_0-Connector2,129,0,-478.217,0.010,-350.023,7659,Road_129-Lane_0-Connector3,129,0,-480.170,0.010,-353.978,,,,0.00,1,gley,
151,base,base,150,Road_151-Lane_2-Waypoint_10,151,2,-1457.828,2.000,-1502.095,2808,Road_151-Lane_2-Waypoint_8,151,2,-1462.003,2.000,-1502.083,,,,0.00,0,gley,
152,base,base,151,Road_126-Lane_0-Connector4,126,0,-302.497,0.010,-363.325,5639,Road_126-Lane_0-Connector5,126,0,-301.907,0.010,-367.551,,,,0.00,1,gley,
153,base,base,152,Road_1705-Lane_1-Waypoint_2,1705,1,-333.173,0.010,-187.271,1551,Road_1705-Lane_1-Waypoint_4,1705,1,-339.077,0.010,-192.148,,,,0.00,1,gley,bridge_cross_178_184
154,base,base,153,Road_214-Lane_1-Connector4,214,1,-2377.188,0.000,-1381.263,10871,Road_214-Lane_1-CConnect4,214,1,-2373.038,0.000,-1379.490,,,,0.00,1,gley,
155,base,base,154,Road_124-Lane_1-Connector7,124,1,-304.627,0.010,-166.631,1267,Road_124-Lane_1-Connector8,124,1,-307.077,0.010,-168.353,,,,0.00,1,gley,
156,base,base,155,Road_1706-Lane_0-Waypoint_26,1706,0,-1541.593,2.558,-1178.011,2639,Road_1706-Lane_0-Waypoint_28,1706,0,-1544.732,2.264,-1180.617,,,,0.00,1,gley,bridge_cross_179_183
157,base,base,156,Road_148-Lane_0-Connector4,148,0,-1679.576,0.200,-1355.187,13803,Road_148-Lane_0-Connector5,148,0,-1679.711,0.200,-1350.240,,,,0.00,1,gley,
158,base,base,157,Road_197-Lane_3-Waypoint_35,197,3,-1617.109,8.834,-1339.133,8720,Road_197-Lane_3-Waypoint_37,197,3,-1625.594,8.834,-1339.142,,,,0.00,0,gley,
159,base,base,158,Road_210-Lane_1-Waypoint_22,210,1,-2390.517,-0.008,-1484.909,73,Road_210-Lane_1-Waypoint_24,210,1,-2390.920,-0.008,-1489.266,,,,0.00,1,gley,
160,base,base,159,Road_209-Lane_1-Waypoint_188,209,1,-2438.405,-0.008,-1392.665,10926,Road_209-Lane_1-Waypoint_190,209,1,-2432.426,-0.008,-1393.426,,,,0.00,1,gley,
161,base,base,160,Road_138-Lane_0-Waypoint_2,138,0,-1658.757,0.200,-1359.450,15897,Road_138-Lane_0-Waypoint_4,138,0,-1652.587,0.200,-1359.506,,,,0.00,0,gley,
162,base,base,161,Road_75-Lane_2-Connector3,75,2,-40.595,0.000,157.923,5657,Road_75-Lane_2-Connector4,75,2,-37.561,0.000,157.914,,,,0.00,0,gley,
163,base,base,162,Road_80-Lane_1-Waypoint_40,80,1,22.138,0.000,375.514,10321,Road_80-Lane_1-Waypoint_42,80,1,17.280,0.000,375.513,,,,0.00,1,gley,
164,base,base,163,Road_95-Lane_3-Connector6,95,3,-118.383,0.000,-385.949,15426,Road_95-Lane_3-CConnect6,95,3,-113.619,0.000,-385.956,,,,0.00,0,gley,
165,base,base,164,Road_198-Lane_0-CConnect1,198,0,-2944.253,-0.008,-1363.929,16467,Road_201-Lane_0-In,201,0,-2944.282,-0.008,-1363.919,,,,0.00,1,gley,
167,base,base,166,Road_54-Lane_1-Waypoint_2,54,1,242.608,0.000,462.575,8765,Road_54-Lane_1-Waypoint_4,54,1,248.799,0.000,462.582,,,,0.00,1,gley,
168,base,base,167,Road_1-Lane_1-Waypoint_40,1,1,308.684,0.000,-141.058,3490,Road_1-Lane_1-Waypoint_42,1,1,308.683,0.000,-145.823,,,,0.00,1,gley,
169,base,base,168,Road_76-Lane_0-Connector5,76,0,53.054,0.000,161.802,6122,Road_76-Lane_0-CConnect5,76,0,57.571,0.000,161.800,,,,0.00,1,gley,
170,base,base,169,Road_110-Lane_0-Waypoint_16,110,0,-267.092,0.010,-382.099,13074,Road_110-Lane_0-Waypoint_14,110,0,-262.625,0.010,-382.108,,,,0.00,0,gley,
171,base,base,170,Road_222-Lane_0-Waypoint_50,222,0,-2750.762,-0.008,-1038.114,4119,Road_222-Lane_0-Waypoint_48,222,0,-2745.149,-0.008,-1038.615,,,,0.00,1,gley,
172,base,base,171,Road_59-Lane_2-Connector5,59,2,-208.860,0.000,458.581,14545,Road_59-Lane_2-CConnect5,59,2,-204.627,0.000,458.576,,,,0.00,0,gley,
174,base,base,173,Road_199-Lane_1-Waypoint_2,199,1,-2953.184,-0.008,-1173.881,2663,Road_199-Lane_1-Waypoint_4,199,1,-2959.459,-0.008,-1174.484,,,,0.00,1,gley,
175,base,base,174,Road_21-Lane_0-Waypoint_2,21,0,202.065,0.000,-25.338,2764,Road_21-Lane_0-Out,21,0,209.416,0.000,-25.328,,,,0.00,1,gley,
176,base,base,175,Road_29-Lane_3-Out,29,3,-26.344,0.000,470.607,17164,Road_29-Lane_3-CConnect6,29,3,-31.537,0.000,470.604,,,,0.00,0,gley,
177,base,base,176,Road_209-Lane_0-Waypoint_204,209,0,-2390.737,0.000,-1394.964,5218,Road_209-Lane_0-Waypoint_202,209,0,-2396.505,-0.008,-1394.035,,,,0.00,1,gley,
179,base,base,178,Road_105-Lane_1-In,105,1,-123.609,0.000,-192.082,2240,Road_105-Lane_1-Waypoint_2,105,1,-123.606,0.000,-184.476,,,,0.00,1,gley,
180,base,base,179,Road_102-Lane_0-Waypoint_26,102,0,-127.758,0.000,-273.389,17689,Road_102-Lane_0-Waypoint_24,102,0,-127.756,0.000,-277.566,,,,0.00,1,gley,
181,base,base,180,Road_107-Lane_1-CConnect3,107,1,55.921,0.000,-25.415,4827,Road_31-Lane_0-In,31,0,60.288,0.000,-25.151,,,,0.00,1,gley,
182,base,base,181,Road_237-Lane_2-Waypoint_110,237,2,-2085.069,0.300,-904.367,12583,Road_237-Lane_2-Waypoint_108,237,2,-2080.854,0.300,-904.483,,,,0.00,0,gley,
183,base,base,182,Road_26-Lane_1-Waypoint_6,26,1,279.607,0.000,165.880,9677,Road_26-Lane_1-Waypoint_8,26,1,275.533,0.000,165.880,,,,0.00,1,gley,
184,base,base,183,Road_121-Lane_2-Connector2,121,2,-392.232,0.010,-30.695,10194,Road_121-Lane_2-Connector3,121,2,-390.557,0.010,-33.982,,,,0.00,0,gley,
186,base,base,185,Road_51-Lane_1-Connector3,51,1,395.346,0.000,302.130,115,Road_51-Lane_1-CConnect3,51,1,396.031,0.000,296.785,,,,0.00,0,gley,
187,base,base,186,Road_73-Lane_1-Connector6,73,1,-127.827,0.000,159.270,17206,Road_73-Lane_1-Connector7,73,1,-127.829,0.000,155.697,,,,0.00,1,gley,
188,base,base,187,Road_237-Lane_1-Waypoint_25,237,1,-1945.674,0.300,-965.191,13130,Road_237-Lane_1-Waypoint_28,237,1,-1949.578,0.300,-964.061,,,,0.00,1,gley,
189,base,base,188,Road_197-Lane_3-Waypoint_60,197,3,-1704.680,9.172,-1339.239,11891,Road_197-Lane_3-Waypoint_63,197,3,-1713.252,9.172,-1339.250,,,,0.00,0,gley,
191,base,base,190,Road_143-Lane_2-In,143,2,-1846.164,0.300,-1354.291,2055,Road_143-Lane_2-Waypoint_2,143,2,-1838.813,0.300,-1354.247,,,,0.00,1,gley,
192,base,base,191,Road_211-Lane_0-Connector2,211,0,-2380.520,0.000,-1413.492,13473,Road_211-Lane_0-CConnect2,211,0,-2382.918,0.000,-1415.967,,,,0.00,1,gley,
193,base,base,192,Road_151-Lane_1-Waypoint_18,151,1,-1440.258,2.000,-1512.746,8727,Road_151-Lane_1-Waypoint_20,151,1,-1434.373,2.000,-1512.764,,,,0.00,1,gley,
194,base,base,193,Road_32-Lane_3-Waypoint_4,32,3,108.588,0.000,-204.484,1619,Road_32-Lane_3-Waypoint_6,32,3,103.277,0.000,-204.484,,,,0.00,0,gley,
195,base,base,194,Road_197-Lane_5-Waypoint_17,197,5,-1523.728,9.172,-1334.459,8169,Road_197-Lane_5-Waypoint_19,197,5,-1535.819,9.172,-1334.466,,,,0.00,0,gley,
196,base,base,195,Road_135-Lane_2-Waypoint_10,135,2,-1451.299,0.300,-1337.732,1892,Road_135-Lane_2-Waypoint_12,135,2,-1455.312,0.300,-1337.735,,,,0.00,1,gley,
197,base,base,196,Road_235-Lane_0-Waypoint_73,235,0,-2836.847,0.000,-969.459,2866,Road_235-Lane_0-Waypoint_75,235,0,-2842.161,0.000,-971.535,,,,0.00,1,gley,
198,base,base,197,Road_35-Lane_3-Waypoint_22,35,3,-110.999,0.000,470.651,14649,Road_35-Lane_3-Out,35,3,-113.499,0.000,470.653,,,,0.00,0,gley,
199,base,base,198,Road_84-Lane_0-CConnect2,84,0,-32.057,0.000,157.771,13864,Road_76-Lane_2-In,76,2,-26.500,0.000,157.881,,,,0.00,1,gley,
200,base,base,199,Road_120-Lane_1-Waypoint_20,120,1,-539.155,0.010,-21.132,17406,Road_120-Lane_1-Waypoint_22,120,1,-545.681,0.010,-21.103,,,,0.00,1,gley,
201,base,base,200,Road_242-Lane_0-Out,242,0,-3334.776,0.050,-1346.482,1772,Road_242-Lane_1-In,242,1,-3334.878,0.050,-1349.480,,,,0.00,1,gley,
203,base,base,202,Road_204-Lane_1-Waypoint_6,204,1,-3138.063,-0.008,-1185.233,6244,Road_204-Lane_1-Waypoint_8,204,1,-3132.437,-0.008,-1185.156,,,,0.00,1,gley,
204,base,base,203,Road_8-Lane_1-Connector6,8,1,395.949,0.000,-215.631,4559,Road_8-Lane_1-Connector7,8,1,395.951,0.000,-219.347,,,,0.00,1,gley,
205,base,base,204,Road_135-Lane_0-Waypoint_10,135,0,-1451.303,0.300,-1332.432,7490,Road_135-Lane_0-Waypoint_12,135,0,-1455.316,0.300,-1332.435,,,,0.00,0,gley,
206,base,base,205,Road_100-Lane_2-CConnect3,100,2,-123.620,0.000,-192.409,178,Road_105-Lane_1-In,105,1,-123.609,0.000,-192.082,,,,0.00,0,gley,
207,base,base,206,Road_80-Lane_1-Connector2,80,1,-36.939,0.000,374.540,2806,Road_80-Lane_1-Connector3,80,1,-39.203,0.000,372.383,,,,0.00,1,gley,
208,base,base,207,Road_1704-Lane_1-Waypoint_70,1704,1,-445.317,9.515,-285.966,11848,Road_1704-Lane_1-Waypoint_72,1704,1,-442.202,9.113,-283.399,,,,0.00,1,gley,bridge_cross_177_194
209,base,base,208,Road_5-Lane_0-Waypoint_34,5,0,221.410,0.000,-105.729,4996,Road_5-Lane_0-Waypoint_32,5,0,221.409,0.000,-109.830,,,,0.00,1,gley,
210,base,base,209,Road_120-Lane_2-Connector2,120,2,-479.626,0.010,-29.325,5559,Road_120-Lane_2-Connector3,120,2,-476.477,0.010,-29.314,,,,0.00,0,gley,
211,base,base,210,Road_169-Lane_3-Waypoint_6,169,3,-1646.343,0.200,-1157.554,11604,Road_169-Lane_3-Waypoint_8,169,3,-1641.776,0.200,-1157.521,,,,0.00,0,gley,
212,base,base,211,Road_155-Lane_0-Waypoint_54,155,0,-1407.213,0.200,-1127.730,14446,Road_155-Lane_0-Waypoint_52,155,0,-1407.231,0.200,-1120.400,,,,0.00,1,gley,
213,base,base,212,Road_254-Lane_0-Waypoint_86,254,0,-2751.348,0.050,-1601.515,8459,Road_254-Lane_0-Waypoint_84,254,0,-2751.908,0.050,-1595.681,,,,0.00,1,gley,
214,base,base,213,Road_105-Lane_0-Waypoint_12,105,0,-127.619,0.000,-155.728,4592,Road_105-Lane_0-Waypoint_10,105,0,-127.613,0.000,-160.514,,,,0.00,1,gley,
215,base,base,214,Road_214-Lane_3-CConnect8,214,3,-2374.652,0.000,-1414.882,15141,Road_211-Lane_1-In,211,1,-2371.584,0.000,-1417.703,,,,0.00,0,gley,
216,base,base,215,Road_198-Lane_1-Waypoint_45,198,1,-2919.528,-0.008,-1259.805,9474,Road_198-Lane_1-Waypoint_47,198,1,-2919.897,-0.008,-1253.288,,,,0.00,1,gley,
217,base,base,216,Road_123-Lane_3-Connector2,123,3,-297.897,0.010,-17.459,6284,Road_123-Lane_3-Connector3,123,3,-301.053,0.010,-17.468,,,,0.00,0,gley,
218,base,base,217,Road_225-Lane_1-Waypoint_24,225,1,-3017.713,-0.209,-1090.566,1261,Road_225-Lane_1-Waypoint_26,225,1,-3024.115,-0.209,-1091.808,,,,0.00,1,gley,
219,base,base,218,Road_251-Lane_1-Waypoint_70,251,1,-2952.975,0.050,-1579.964,15325,Road_251-Lane_1-Waypoint_72,251,1,-2953.011,0.050,-1585.862,,,,0.00,1,gley,
220,base,base,219,Road_20-Lane_0-Waypoint_6,20,0,134.033,0.000,15.918,7851,Road_20-Lane_0-Waypoint_4,20,0,134.030,0.000,9.196,,,,0.00,1,gley,
221,base,base,220,Road_215-Lane_0-Out,215,0,-3162.945,0.050,-1187.248,17446,Road_227-Lane_0-CConnect2,227,0,-3159.123,-0.011,-1185.378,,,,0.00,1,gley,
222,base,base,221,Road_7-Lane_3-In,7,3,322.096,0.000,-29.304,15410,Road_7-Lane_3-Waypoint_2,7,3,329.444,0.000,-29.297,,,,0.00,0,gley,
223,base,base,222,Road_17-Lane_2-Waypoint_16,17,2,169.265,0.000,-216.509,9961,Road_17-Lane_2-Waypoint_14,17,2,173.620,0.000,-216.508,,,,0.00,0,gley,
224,base,base,223,Road_83-Lane_0-CConnect6,83,0,137.943,0.000,248.945,6367,Road_83-Lane_0-Connector2,83,0,137.915,0.000,252.774,,,,0.00,1,gley,
225,base,base,224,Road_1705-Lane_1-Waypoint_112,1705,1,-545.820,21.473,-362.943,12081,Road_1705-Lane_1-Waypoint_114,1705,1,-550.680,21.967,-366.958,,,,0.00,1,gley,bridge_cross_178_184
226,base,base,225,Road_72-Lane_1-Connector2,72,1,-41.604,0.000,171.885,2178,Road_72-Lane_1-Connector3,72,1,-44.529,0.000,170.321,,,,0.00,1,gley,
228,base,base,227,Road_115-Lane_1-Waypoint_14,115,1,-524.450,0.010,-355.631,1568,Road_115-Lane_1-Waypoint_16,115,1,-528.826,0.010,-355.649,,,,0.00,0,gley,
229,base,base,228,Road_21-Lane_0-Waypoint_8,21,0,185.903,0.000,-25.361,16352,Road_21-Lane_0-Waypoint_6,21,0,190.546,0.000,-25.354,,,,0.00,1,gley,
230,base,base,229,Road_148-Lane_0-Connector14,148,0,-1677.647,0.200,-1326.990,12264,Road_148-Lane_0-Connector15,148,0,-1677.394,0.200,-1322.515,,,,0.00,1,gley,
231,base,base,230,Road_205-Lane_0-Waypoint_10,205,0,-2576.722,0.000,-1075.977,2618,Road_205-Lane_0-Waypoint_12,205,0,-2570.960,0.000,-1077.171,,,,0.00,0,gley,
232,base,base,231,Road_197-Lane_2-Waypoint_15,197,2,-1511.142,9.172,-1352.851,1644,Road_197-Lane_2-Waypoint_13,197,2,-1498.066,8.962,-1352.844,,,,0.00,0,gley,
233,base,base,232,Road_94-Lane_3-Connector6,94,3,-134.321,0.000,-351.824,11772,Road_94-Lane_3-CConnect6,94,3,-139.211,0.000,-351.827,,,,0.00,0,gley,
234,base,base,233,Road_208-Lane_1-Waypoint_60,208,1,-2849.688,0.364,-1351.700,16626,Road_208-Lane_1-Waypoint_58,208,1,-2845.651,0.540,-1350.496,,,,0.00,1,gley,
235,base,base,234,Road_211-Lane_0-Waypoint_23,211,0,-2308.379,0.000,-1429.236,602,Road_211-Lane_0-Waypoint_20,211,0,-2309.203,0.000,-1424.846,,,,0.00,1,gley,
236,base,base,235,Road_209-Lane_0-Waypoint_78,209,0,-2771.705,-0.008,-1372.552,4299,Road_209-Lane_0-Waypoint_76,209,0,-2777.121,-0.008,-1372.593,,,,0.00,1,gley,
237,base,base,236,Road_77-Lane_1-Waypoint_6,77,1,46.770,0.000,224.905,11971,Road_77-Lane_1-Waypoint_8,77,1,46.765,0.000,220.267,,,,0.00,1,gley,
238,base,base,237,Road_92-Lane_0-Waypoint_8,92,0,10.720,0.000,-381.923,7852,Road_92-Lane_0-Waypoint_6,92,0,15.234,0.000,-381.915,,,,0.00,0,gley,
239,base,base,238,Road_13-Lane_0-CConnect5,13,0,319.764,0.000,-378.074,955,Road_4-Lane_1-CConnect9,4,1,322.823,0.000,-378.048,,,,0.00,0,gley,
240,base,base,239,Road_73-Lane_0-Waypoint_4,73,0,-123.969,0.000,278.117,8084,Road_73-Lane_0-Waypoint_2,73,0,-123.980,0.000,285.047,,,,0.00,1,gley,
241,base,base,240,Road_77-Lane_0-CConnect4,77,0,39.126,0.000,259.121,11542,Road_78-Lane_1-In,78,1,35.298,0.000,259.360,,,,0.00,1,gley,
242,base,base,241,Road_118-Lane_3-Waypoint_6,118,3,-422.140,0.010,-204.550,8004,Road_118-Lane_3-Waypoint_8,118,3,-426.711,0.010,-204.567,,,,0.00,0,gley,
243,base,base,242,Road_137-Lane_1-Connector2,137,1,-1672.903,0.200,-1325.417,16236,Road_137-Lane_1-Connector3,137,1,-1675.302,0.200,-1322.809,,,,0.00,0,gley,
244,base,base,243,Road_237-Lane_3-Out,237,3,-2540.879,0.000,-977.717,4858,Road_237-Lane_3-CConnect3,237,3,-2545.293,0.000,-978.904,,,,0.00,0,gley,
245,base,base,244,Road_90-Lane_0-Waypoint_11,90,0,-162.072,0.000,-4.438,13571,Road_90-Lane_0-Waypoint_14,90,0,-164.699,0.000,-9.810,,,,0.00,0,gley,
246,base,base,245,Road_1705-Lane_0-Waypoint_2,1705,0,-1490.573,4.717,-1144.995,9485,Road_1705-Lane_0-Waypoint_4,1705,0,-1495.542,4.077,-1149.072,,,,0.00,1,gley,bridge_cross_178_184
247,base,base,246,Road_91-Lane_3-Waypoint_2,91,3,26.757,0.000,-351.698,10581,Road_91-Lane_3-Waypoint_4,91,3,20.631,0.000,-351.701,,,,0.00,0,gley,
248,base,base,247,Road_134-Lane_0-Waypoint_20,134,0,-389.738,0.010,-133.442,6370,Road_134-Lane_0-Waypoint_18,134,0,-389.722,0.010,-137.875,,,,0.00,1,gley,
249,base,base,248,Road_200-Lane_1-Waypoint_46,200,1,-3052.971,-0.008,-1299.998,6597,Road_200-Lane_1-Waypoint_48,200,1,-3054.181,-0.008,-1305.692,,,,0.00,1,gley,
250,base,base,249,Road_163-Lane_1-Connector10,163,1,-1863.152,0.200,-1351.983,8398,Road_163-Lane_1-Connector11,163,1,-1863.173,0.200,-1355.198,,,,0.00,1,gley,
251,base,base,250,Road_129-Lane_0-Waypoint_12,129,0,-476.744,0.010,-302.792,12053,Road_129-Lane_0-Waypoint_10,129,0,-476.752,0.010,-307.699,,,,0.00,1,gley,
252,base,base,251,Road_6-Lane_2-CConnect2,6,2,225.530,0.000,-11.953,17914,Road_22-Lane_1-In,22,1,225.317,0.000,-5.744,,,,0.00,0,gley,
253,base,base,252,Road_27-Lane_2-In,27,2,147.500,0.000,157.956,12496,Road_27-Lane_2-Waypoint_22,27,2,152.197,0.000,157.947,,,,0.00,0,gley,
254,base,base,253,Road_6-Lane_1-Connector4,6,1,311.947,0.000,-25.307,1454,Road_6-Lane_1-Connector5,6,1,315.498,0.000,-25.306,,,,0.00,1,gley,
255,base,base,254,Road_94-Lane_0-Connector5,94,0,-130.500,0.000,-359.822,3142,Road_94-Lane_0-Connector6,94,0,-134.310,0.000,-359.824,,,,0.00,0,gley,
256,base,base,255,Road_231-Lane_0-Waypoint_4,231,0,-3049.450,-0.204,-1072.297,12196,Road_231-Lane_0-Waypoint_2,231,0,-3048.467,-0.209,-1077.118,,,,0.00,1,gley,
257,base,base,256,Road_220-Lane_0-Waypoint_48,220,0,-2669.420,11.100,-1310.876,9165,Road_220-Lane_0-Waypoint_50,220,0,-2670.000,11.100,-1305.662,,,,0.00,1,gley,
258,base,base,257,Road_136-Lane_2-Waypoint_16,136,2,-1555.969,0.200,-1337.928,16530,Road_136-Lane_2-Waypoint_18,136,2,-1561.182,0.200,-1337.924,,,,0.00,1,gley,
259,base,base,258,Road_148-Lane_0-Waypoint_4,148,0,-1680.597,0.362,-1394.260,785,Road_148-Lane_0-Waypoint_2,148,0,-1680.615,0.239,-1387.323,,,,0.00,1,gley,
260,base,base,259,Road_0-Lane_1-Connector2,0,1,308.176,0.000,-15.254,15542,Road_0-Lane_1-Connector3,0,1,305.276,0.000,-16.928,,,,0.00,1,gley,
261,base,base,260,Road_43-Lane_1-CConnect9,43,1,308.786,0.000,296.426,2781,Road_40-Lane_0-In,40,0,308.791,0.000,293.076,,,,0.00,1,gley,
262,base,base,261,Road_229-Lane_0-CConnect4,229,0,-3050.819,-0.209,-1040.685,16537,Road_229-Lane_0-Connector2,229,0,-3053.941,-0.209,-1041.589,,,,0.00,1,gley,
263,base,base,262,Road_100-Lane_1-Waypoint_2,100,1,-106.058,0.000,-212.576,11252,Road_100-Lane_1-Waypoint_4,100,1,-99.895,0.000,-212.565,,,,0.00,1,gley,
264,base,base,263,Road_208-Lane_1-In,208,1,-2932.744,-0.008,-1364.649,4976,Road_208-Lane_1-Waypoint_102,208,1,-2929.207,-0.008,-1364.547,,,,0.00,1,gley,
265,base,base,264,Road_219-Lane_0-Waypoint_75,219,0,-2721.931,-0.008,-1188.447,4125,Road_219-Lane_0-Waypoint_77,219,0,-2726.220,-0.008,-1187.549,,,,0.00,1,gley,
266,base,base,265,Road_214-Lane_3-Waypoint_138,214,3,-2404.824,-0.008,-1381.077,17663,Road_214-Lane_3-Waypoint_139,214,3,-2400.074,-0.008,-1382.503,,,,0.00,0,gley,
267,base,base,266,Road_103-Lane_1-Connector7,103,1,-36.348,0.000,-203.091,2736,Road_103-Lane_1-Connector8,103,1,-36.356,0.000,-198.965,,,,0.00,1,gley,
268,base,base,267,Road_140-Lane_1-Waypoint_20,140,1,-1433.153,0.300,-1364.841,2953,Road_140-Lane_1-Waypoint_22,140,1,-1426.192,0.300,-1364.846,,,,0.00,0,gley,
269,base,base,268,Road_118-Lane_1-CConnect6,118,1,-468.229,0.010,-208.678,10113,Road_118-Lane_1-Connector2,118,1,-472.092,0.010,-208.659,,,,0.00,1,gley,
270,base,base,269,Road_218-Lane_3-Out,218,3,-2443.256,8.500,-1307.026,3130,Road_217-Lane_0-In,217,0,-2450.449,9.220,-1303.783,,,,0.00,0,gley,
271,base,base,270,Road_112-Lane_3-Connector5,112,3,-392.980,0.010,-351.779,15541,Road_112-Lane_3-CConnect5,112,3,-397.172,0.010,-351.783,,,,0.00,0,gley,
272,base,base,271,Road_1705-Lane_1-Waypoint_76,1705,1,-477.096,13.238,-306.168,12041,Road_1705-Lane_1-Waypoint_78,1705,1,-480.289,13.650,-308.806,,,,0.00,1,gley,bridge_cross_178_184
273,base,base,272,Road_218-Lane_3-Waypoint_108,218,3,-2392.243,8.500,-1323.925,11521,Road_218-Lane_3-Waypoint_110,218,3,-2396.952,8.500,-1322.629,,,,0.00,0,gley,
274,base,base,273,Road_159-Lane_0-Waypoint_42,159,0,-1680.126,0.200,-1028.929,4992,Road_159-Lane_0-Waypoint_44,159,0,-1680.126,0.200,-1023.673,,,,0.00,1,gley,
275,base,base,274,Road_98-Lane_1-Connector2,98,1,-213.114,0.000,-108.156,15923,Road_98-Lane_1-Connector3,98,1,-213.439,0.000,-104.679,,,,0.00,1,gley,
276,base,base,275,Road_128-Lane_1-Waypoint_28,128,1,-298.135,0.010,-59.424,12912,Road_128-Lane_1-Waypoint_30,128,1,-298.121,0.010,-53.276,,,,0.00,1,gley,
277,base,base,276,Road_90-Lane_1-Waypoint_82,90,1,-84.032,0.000,-10.390,8804,Road_90-Lane_1-Waypoint_84,90,1,-85.898,0.000,-5.358,,,,0.00,1,gley,
278,base,base,277,Road_138-Lane_0-Connector5,138,0,-1586.441,0.200,-1359.673,11499,Road_138-Lane_0-Connector6,138,0,-1582.871,0.200,-1359.647,,,,0.00,0,gley,
279,base,base,278,Road_135-Lane_1-Waypoint_16,135,1,-1463.867,0.300,-1327.142,7625,Road_135-Lane_1-Waypoint_18,135,1,-1468.902,0.300,-1327.146,,,,0.00,0,gley,
280,base,base,279,Road_3-Lane_0-Waypoint_18,3,0,251.836,0.000,-212.434,8541,Road_3-Lane_0-Waypoint_16,3,0,256.704,0.000,-212.431,,,,0.00,1,gley,
281,base,base,280,Road_218-Lane_5-Waypoint_96,218,5,-2360.996,8.500,-1326.190,13595,Road_218-Lane_5-Waypoint_98,218,5,-2366.241,8.500,-1325.153,,,,0.00,0,gley,
282,base,base,281,Road_22-Lane_1-Connector7,22,1,234.620,0.000,171.750,17679,Road_22-Lane_1-Connector8,22,1,237.016,0.000,173.957,,,,0.00,1,gley,
283,base,base,282,Road_140-Lane_2-Waypoint_4,140,2,-1470.594,0.300,-1354.149,4122,Road_140-Lane_2-Waypoint_6,140,2,-1465.340,0.300,-1354.159,,,,0.00,1,gley,
284,base,base,283,Road_42-Lane_0-CConnect4,42,0,384.948,0.000,319.204,5796,Road_52-Lane_1-In,52,1,383.363,0.000,319.186,,,,0.00,1,gley,
285,base,base,284,Road_240-Lane_1-Waypoint_18,240,1,-3211.465,0.050,-1414.779,921,Road_240-Lane_1-Waypoint_20,240,1,-3211.508,0.050,-1419.166,,,,0.00,1,gley,
287,base,base,286,Road_62-Lane_0-Connector4,62,0,-216.171,0.000,319.183,12833,Road_62-Lane_0-Connector5,62,0,-219.524,0.000,319.183,,,,0.00,1,gley,
288,base,base,287,Road_93-Lane_2-Waypoint_10,93,2,-80.679,0.000,-385.994,15805,Road_93-Lane_2-Waypoint_8,93,2,-76.547,0.000,-385.999,,,,0.00,0,gley,
289,base,base,288,Road_151-Lane_0-Out,151,0,-1485.352,2.000,-1507.315,7172,Road_151-Lane_0-CConnect7,151,0,-1490.612,2.000,-1507.310,,,,0.00,1,gley,
290,base,base,289,Road_126-Lane_0-Waypoint_30,126,0,-302.352,0.010,-265.153,2458,Road_126-Lane_0-Waypoint_28,126,0,-302.354,0.010,-269.730,,,,0.00,1,gley,
291,base,base,290,Road_221-Lane_0-Waypoint_36,221,0,-2515.872,0.000,-1013.095,3980,Road_221-Lane_0-Waypoint_38,221,0,-2518.042,0.000,-1008.807,,,,0.00,1,gley,
292,base,base,291,Road_107-Lane_0-In,107,0,46.751,0.000,-42.114,12019,Road_107-Lane_0-Waypoint_56,107,0,46.751,0.000,-42.917,,,,0.00,1,gley,
293,base,base,292,Road_130-Lane_0-Connector2,130,0,-564.008,0.010,-351.841,16629,Road_130-Lane_0-Connector3,130,0,-564.022,0.010,-357.519,,,,0.00,1,gley,
294,base,base,293,Road_102-Lane_1-In,102,1,-123.731,0.000,-339.408,3403,Road_102-Lane_1-Waypoint_2,102,1,-123.734,0.000,-331.783,,,,0.00,1,gley,
295,base,base,294,Road_104-Lane_1-Connector5,104,1,50.821,0.000,-209.590,2463,Road_104-Lane_1-Connector6,104,1,50.810,0.000,-206.481,,,,0.00,1,gley,
296,base,base,295,Road_241-Lane_0-Waypoint_10,241,0,-3274.114,0.050,-1469.494,8395,Road_241-Lane_0-Waypoint_8,241,0,-3269.735,0.050,-1468.131,,,,0.00,1,gley,
297,base,base,296,Road_1705-Lane_0-Waypoint_26,1705,0,-1537.840,0.200,-1184.031,16311,Road_1705-Lane_0-Waypoint_28,1705,0,-1541.323,0.200,-1186.920,,,,0.00,1,gley,bridge_cross_178_184
298,base,base,297,Road_121-Lane_2-CConnect4,121,2,-395.694,0.010,-29.584,183,Road_121-Lane_2-Connector2,121,2,-392.232,0.010,-30.695,,,,0.00,0,gley,
